STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,Measure,UNIT_MEASURE,Unit of measure,ACTIVITY,Economic activity,ADJUSTMENT,Adjustment,TRANSFORMATION,Transformation,TIME_HORIZ,Time horizon,METHODOLOGY,Calculation methodology,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals,BASE_PER,Base period
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,FRA,France,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,RT,Ratio to trend,IX,Index,_Z,Not applicable,H,OECD harmonised,1981-11,,100.1083,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,FRA,France,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,RT,Ratio to trend,IX,Index,_Z,Not applicable,H,OECD harmonised,1981-10,,100.0196,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,FRA,France,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,RT,Ratio to trend,IX,Index,_Z,Not applicable,H,OECD harmonised,1981-09,,99.93402,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,FRA,France,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,RT,Ratio to trend,IX,Index,_Z,Not applicable,H,OECD harmonised,1981-08,,99.84952,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,FRA,France,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,RT,Ratio to trend,IX,Index,_Z,Not applicable,H,OECD harmonised,1981-07,,99.7639,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,FRA,France,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,RT,Ratio to trend,IX,Index,_Z,Not applicable,H,OECD harmonised,1981-06,,99.67686,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,FRA,France,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,RT,Ratio to trend,IX,Index,_Z,Not applicable,H,OECD harmonised,1981-05,,99.59052,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,FRA,France,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,RT,Ratio to trend,IX,Index,_Z,Not applicable,H,OECD harmonised,1981-04,,99.50996,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,FRA,France,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,RT,Ratio to trend,IX,Index,_Z,Not applicable,H,OECD harmonised,1981-03,,99.44398,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,FRA,France,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,RT,Ratio to trend,IX,Index,_Z,Not applicable,H,OECD harmonised,1981-02,,99.40331,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,FRA,France,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,RT,Ratio to trend,IX,Index,_Z,Not applicable,H,OECD harmonised,1981-01,,99.39808,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,FRA,France,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,RT,Ratio to trend,IX,Index,_Z,Not applicable,H,OECD harmonised,1980-12,,99.43338,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,FRA,France,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,RT,Ratio to trend,IX,Index,_Z,Not applicable,H,OECD harmonised,1980-11,,99.5115,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,FRA,France,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,RT,Ratio to trend,IX,Index,_Z,Not applicable,H,OECD harmonised,2016-02,,99.53831,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,FRA,France,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,RT,Ratio to trend,IX,Index,_Z,Not applicable,H,OECD harmonised,2016-01,,99.60728,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,FRA,France,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,RT,Ratio to trend,IX,Index,_Z,Not applicable,H,OECD harmonised,2015-12,,99.65112,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,FRA,France,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,RT,Ratio to trend,IX,Index,_Z,Not applicable,H,OECD harmonised,2015-11,,99.67793,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,FRA,France,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,RT,Ratio to trend,IX,Index,_Z,Not applicable,H,OECD harmonised,2020-12,,95.71976,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,FRA,France,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,RT,Ratio to trend,IX,Index,_Z,Not applicable,H,OECD harmonised,2020-11,,95.67114,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,FRA,France,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,RT,Ratio to trend,IX,Index,_Z,Not applicable,H,OECD harmonised,1998-11,,99.61023,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,FRA,France,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,RT,Ratio to trend,IX,Index,_Z,Not applicable,H,OECD harmonised,1998-10,,99.64503,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,FRA,France,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,RT,Ratio to trend,IX,Index,_Z,Not applicable,H,OECD harmonised,1998-09,,99.68445,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,FRA,France,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,RT,Ratio to trend,IX,Index,_Z,Not applicable,H,OECD harmonised,1998-08,,99.72812,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,FRA,France,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,RT,Ratio to trend,IX,Index,_Z,Not applicable,H,OECD harmonised,1998-07,,99.77431,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,FRA,France,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,RT,Ratio to trend,IX,Index,_Z,Not applicable,H,OECD harmonised,1991-01,,101.0355,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,FRA,France,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,RT,Ratio to trend,IX,Index,_Z,Not applicable,H,OECD harmonised,1990-12,,101.1403,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,FRA,France,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,RT,Ratio to trend,IX,Index,_Z,Not applicable,H,OECD harmonised,1990-11,,101.2598,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,FRA,France,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,RT,Ratio to trend,IX,Index,_Z,Not applicable,H,OECD harmonised,1990-10,,101.387,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,FRA,France,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,RT,Ratio to trend,IX,Index,_Z,Not applicable,H,OECD harmonised,1990-09,,101.5095,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,FRA,France,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,RT,Ratio to trend,IX,Index,_Z,Not applicable,H,OECD harmonised,1990-08,,101.614,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,FRA,France,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,RT,Ratio to trend,IX,Index,_Z,Not applicable,H,OECD harmonised,1990-07,,101.6926,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,FRA,France,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,RT,Ratio to trend,IX,Index,_Z,Not applicable,H,OECD harmonised,1990-06,,101.75,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,FRA,France,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,RT,Ratio to trend,IX,Index,_Z,Not applicable,H,OECD harmonised,1990-05,,101.7962,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,FRA,France,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,RT,Ratio to trend,IX,Index,_Z,Not applicable,H,OECD harmonised,1990-04,,101.8413,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,FRA,France,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,RT,Ratio to trend,IX,Index,_Z,Not applicable,H,OECD harmonised,1990-03,,101.8906,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,FRA,France,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,RT,Ratio to trend,IX,Index,_Z,Not applicable,H,OECD harmonised,1990-02,,101.9433,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,FRA,France,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,RT,Ratio to trend,IX,Index,_Z,Not applicable,H,OECD harmonised,1990-01,,101.9915,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,FRA,France,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,RT,Ratio to trend,IX,Index,_Z,Not applicable,H,OECD harmonised,1989-12,,102.0186,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,FRA,France,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,RT,Ratio to trend,IX,Index,_Z,Not applicable,H,OECD harmonised,1989-11,,102.0062,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,FRA,France,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,RT,Ratio to trend,IX,Index,_Z,Not applicable,H,OECD harmonised,1989-10,,101.9438,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,FRA,France,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,RT,Ratio to trend,IX,Index,_Z,Not applicable,H,OECD harmonised,1989-09,,101.8377,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,FRA,France,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,RT,Ratio to trend,IX,Index,_Z,Not applicable,H,OECD harmonised,1989-08,,101.7027,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,FRA,France,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,RT,Ratio to trend,IX,Index,_Z,Not applicable,H,OECD harmonised,1989-07,,101.554,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,FRA,France,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,RT,Ratio to trend,IX,Index,_Z,Not applicable,H,OECD harmonised,1989-06,,101.4012,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,FRA,France,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,RT,Ratio to trend,IX,Index,_Z,Not applicable,H,OECD harmonised,1989-05,,101.2497,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,FRA,France,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,RT,Ratio to trend,IX,Index,_Z,Not applicable,H,OECD harmonised,1989-04,,101.1015,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,FRA,France,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,RT,Ratio to trend,IX,Index,_Z,Not applicable,H,OECD harmonised,1989-03,,100.9567,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,FRA,France,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,RT,Ratio to trend,IX,Index,_Z,Not applicable,H,OECD harmonised,1989-02,,100.8156,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,FRA,France,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,RT,Ratio to trend,IX,Index,_Z,Not applicable,H,OECD harmonised,1989-01,,100.6799,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,FRA,France,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,RT,Ratio to trend,IX,Index,_Z,Not applicable,H,OECD harmonised,1988-12,,100.5546,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,FRA,France,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,RT,Ratio to trend,IX,Index,_Z,Not applicable,H,OECD harmonised,1988-11,,100.4448,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,FRA,France,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,RT,Ratio to trend,IX,Index,_Z,Not applicable,H,OECD harmonised,1988-10,,100.352,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,FRA,France,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,RT,Ratio to trend,IX,Index,_Z,Not applicable,H,OECD harmonised,1988-09,,100.2699,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,FRA,France,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,RT,Ratio to trend,IX,Index,_Z,Not applicable,H,OECD harmonised,1988-08,,100.1896,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,FRA,France,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,RT,Ratio to trend,IX,Index,_Z,Not applicable,H,OECD harmonised,1988-07,,100.1049,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,FRA,France,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,RT,Ratio to trend,IX,Index,_Z,Not applicable,H,OECD harmonised,1988-06,,100.017,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,FRA,France,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,RT,Ratio to trend,IX,Index,_Z,Not applicable,H,OECD harmonised,1988-05,,99.92952,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,FRA,France,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,RT,Ratio to trend,IX,Index,_Z,Not applicable,H,OECD harmonised,1988-04,,99.84377,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,FRA,France,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,RT,Ratio to trend,IX,Index,_Z,Not applicable,H,OECD harmonised,1988-03,,99.75377,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,FRA,France,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,RT,Ratio to trend,IX,Index,_Z,Not applicable,H,OECD harmonised,1988-02,,99.65071,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,FRA,France,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,RT,Ratio to trend,IX,Index,_Z,Not applicable,H,OECD harmonised,1988-01,,99.52766,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,FRA,France,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,RT,Ratio to trend,IX,Index,_Z,Not applicable,H,OECD harmonised,1987-12,,99.38503,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,FRA,France,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,RT,Ratio to trend,IX,Index,_Z,Not applicable,H,OECD harmonised,1987-11,,99.22813,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,FRA,France,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,RT,Ratio to trend,IX,Index,_Z,Not applicable,H,OECD harmonised,1987-10,,99.06585,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,FRA,France,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,RT,Ratio to trend,IX,Index,_Z,Not applicable,H,OECD harmonised,1987-09,,98.91029,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,FRA,France,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,RT,Ratio to trend,IX,Index,_Z,Not applicable,H,OECD harmonised,1987-08,,98.77256,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,FRA,France,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,RT,Ratio to trend,IX,Index,_Z,Not applicable,H,OECD harmonised,1987-07,,98.65792,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,FRA,France,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,RT,Ratio to trend,IX,Index,_Z,Not applicable,H,OECD harmonised,1987-06,,98.55946,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,FRA,France,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,RT,Ratio to trend,IX,Index,_Z,Not applicable,H,OECD harmonised,1975-04,,97.99529,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,FRA,France,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,RT,Ratio to trend,IX,Index,_Z,Not applicable,H,OECD harmonised,1975-03,,98.22284,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,FRA,France,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,RT,Ratio to trend,IX,Index,_Z,Not applicable,H,OECD harmonised,2015-06,,99.77766,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,FRA,France,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,RT,Ratio to trend,IX,Index,_Z,Not applicable,H,OECD harmonised,2015-05,,99.80761,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,FRA,France,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,RT,Ratio to trend,IX,Index,_Z,Not applicable,H,OECD harmonised,2015-04,,99.83965,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,FRA,France,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,RT,Ratio to trend,IX,Index,_Z,Not applicable,H,OECD harmonised,2015-03,,99.86818,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,FRA,France,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,RT,Ratio to trend,IX,Index,_Z,Not applicable,H,OECD harmonised,2015-02,,99.88798,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,FRA,France,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,RT,Ratio to trend,IX,Index,_Z,Not applicable,H,OECD harmonised,2015-01,,99.89829,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,FRA,France,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,RT,Ratio to trend,IX,Index,_Z,Not applicable,H,OECD harmonised,1963-08,,101.0354,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,FRA,France,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,RT,Ratio to trend,IX,Index,_Z,Not applicable,H,OECD harmonised,1963-07,,100.7233,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,FRA,France,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,RT,Ratio to trend,IX,Index,_Z,Not applicable,H,OECD harmonised,1963-06,,100.2861,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,FRA,France,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,RT,Ratio to trend,IX,Index,_Z,Not applicable,H,OECD harmonised,1963-05,,99.78145,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,FRA,France,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,RT,Ratio to trend,IX,Index,_Z,Not applicable,H,OECD harmonised,1963-04,,99.29356,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,FRA,France,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,RT,Ratio to trend,IX,Index,_Z,Not applicable,H,OECD harmonised,1963-03,,98.92399,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,FRA,France,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,RT,Ratio to trend,IX,Index,_Z,Not applicable,H,OECD harmonised,1998-06,,99.81792,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,FRA,France,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,RT,Ratio to trend,IX,Index,_Z,Not applicable,H,OECD harmonised,1998-05,,99.85217,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,FRA,France,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,RT,Ratio to trend,IX,Index,_Z,Not applicable,H,OECD harmonised,1998-04,,99.87048,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,FRA,France,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,RT,Ratio to trend,IX,Index,_Z,Not applicable,H,OECD harmonised,1998-03,,99.86897,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),Composite leading indicators,I,FRA,France,M,Monthly,RS,Reference series (GDP),IX,Index,_Z,Not applicable,RT,Ratio to trend,IX,Index,_Z,Not applicable,H,OECD harmonised,1998-02,,99.84534,,A,Normal value,0,Units,2,Two,,
